"","station","glatos_array","station_no","consecutive_deploy_no","intend_lat","intend_long","deploy_lat","deploy_long","recover_lat","recover_long","deploy_date_time","recover_date_time","bottom_depth","riser_length","instrument_depth","ins_model_no","glatos_ins_frequency","ins_serial_no","code_map","code_map_comment","deployed_by","comments","glatos_seasonal","glatos_project","glatos_vps","year","inside"
"218","HAM-088","HAM",88,2,NA,NA,43.27515,-79.9207,NA,NA,2025-04-25 14:05:00,2025-10-02 15:15:00,1,0.5,0.3,"VR2W",69,119690,"Generation-2",NA,NA,NA,"Yes","HAMLO","No","2025",TRUE
"219","HAM-089","HAM",89,1,NA,NA,43.26792,-79.92775,NA,NA,2024-03-13 18:14:00,2024-08-28 16:20:00,0.9,NA,NA,"VR2W",69,132820,"Generation-2",NA,NA,NA,"Yes","HAMLO","No","2024",TRUE
"220","HAM-089","HAM",89,2,NA,NA,43.26792,-79.92775,NA,NA,2025-04-17 16:20:00,2025-09-26 16:35:00,1.5,NA,0.3,"VR2W",69,137957,"Generation-2",NA,NA,NA,"Yes","HAMLO","No","2025",TRUE
"221","HAM-090","HAM",90,1,NA,NA,43.2742,-79.91723,NA,NA,2024-03-13 15:48:00,2024-08-28 14:40:00,0.88,NA,NA,"VR2W",69,137954,"Generation-2",NA,NA,NA,"Yes","HAMLO","No","2024",FALSE
"222","HAM-090","HAM",90,2,NA,NA,43.2742,-79.91723,NA,NA,2025-04-25 14:25:00,2025-10-02 16:00:00,0.9,0.3,0.45,"VR2W",69,126879,"Generation-2",NA,NA,NA,"Yes","HAMLO","No","2025",TRUE
"223","HAM-091","HAM",91,1,NA,NA,43.27248,-79.92561,NA,NA,2024-03-13 16:45:00,2024-08-07 15:00:00,0.54,NA,NA,"VR2W",69,119681,"Generation-2",NA,NA,NA,"Yes","HAMLO","No","2024",TRUE
"224","HAM-091","HAM",91,3,NA,NA,43.27258,-79.9254,NA,NA,2025-04-17 16:45:00,2025-09-26 16:20:00,0.6,0.2,0.3,"VR2W",69,127840,"Generation-2",NA,NA,NA,"Yes","HAMLO","No","2025",TRUE
"225","HAM-093","HAM",93,1,NA,NA,43.2771,-79.91317,NA,NA,2024-03-13 15:20:00,2024-08-28 14:30:00,0.63,NA,NA,"VR2W-Tx",69,481797,"Generation-2",NA,NA,NA,"Yes","HAMLO","No","2024",TRUE
"226","HAM-093","HAM",93,2,NA,NA,43.27714,-79.91316,NA,NA,2025-04-25 13:45:00,2025-10-02 15:30:00,1,0.8,10,"VR2W-Tx",69,481802,"Generation-2",NA,NA,NA,"Yes","HAMLO","No","2025",TRUE
"227","HAM-094","HAM",94,1,NA,NA,43.27214,-79.91265,NA,NA,2024-03-13 14:43:00,2024-09-04 14:23:00,0.55,NA,NA,"VR2W",69,121998,"Generation-2",NA,NA,NA,"Yes","HAMLO","No","2024",TRUE
"228","HAM-094","HAM",94,2,NA,NA,43.2719,-79.91228,NA,NA,2025-04-25 15:05:00,2025-09-02 18:15:00,1,0.5,0.2,"VR2W",69,119662,"Generation-2",NA,NA,NA,"Yes","HAMLO","No","2025",TRUE
"229","HAM-095","HAM",95,1,NA,NA,43.27225,-79.90253,NA,NA,2024-03-13 14:24:00,2024-09-04 14:13:00,0.73,NA,NA,"VR2W",69,127839,"Generation-2",NA,NA,NA,"Yes","HAMLO","No","2024",TRUE
"230","HAM-095","HAM",95,2,NA,NA,43.2722,-79.90237,NA,NA,2025-04-25 15:25:00,2025-09-23 16:29:00,1,0.5,0.2,"VR2W",69,127847,"Generation-2",NA,NA,NA,"Yes","HAMLO","No","2025",TRUE
"231","HAM-096","HAM",96,1,NA,NA,43.28358,-79.8971,NA,NA,2024-03-13 17:05:00,2024-11-12 17:00:00,0.63,NA,NA,"VR2W",69,105463,"Generation-2",NA,NA,NA,"Yes","HAMLO","No","2024",TRUE
"232","HAM-096","HAM",96,2,NA,NA,43.2837,-79.89738,NA,NA,2025-04-25 15:40:00,2025-09-23 17:05:00,1,0.6,0.2,"VR2W",69,127836,"Generation-2",NA,NA,NA,"Yes","HAMLO","No","2025",TRUE
"233","HAM-098","HAM",98,1,NA,NA,43.27531,-79.89396,NA,NA,2024-03-27 16:11:00,2024-09-04 14:05:00,0.65,NA,NA,"VR2W-Tx",69,487637,"Generation-2",NA,NA,NA,"Yes","HAMLO","No","2024",TRUE
"234","HAM-098","HAM",98,2,NA,NA,43.2752,-79.89442,NA,NA,2025-04-17 15:10:00,2025-09-23 16:43:00,1,NA,NA,"VR2W-Tx",69,487637,"Generation-2",NA,NA,NA,"Yes","HAMLO","No","2025",TRUE
"235","HAM-099","HAM",99,1,NA,NA,43.28173,-79.88989,NA,NA,2024-04-05 15:00:00,2024-08-27 14:30:00,NA,NA,NA,"VR2W-Tx",69,481722,"Generation-2",NA,NA,NA,"Yes","HAMLO","No","2024",FALSE
"236","HAM-099","HAM",99,2,NA,NA,43.28173,-79.88989,NA,NA,2025-04-28 22:05:00,2025-11-19 16:58:00,1,0.2,0.6,"VR2W-Tx",69,487629,"Generation-2",NA,NA,NA,"Yes","HAMLO","No","2025",TRUE
